DRUG,FINGERPRINT
444795,0000000000000000000000000000000000000000000000000001010001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000100000000000000000000000000000000000000000000000000000100000000100000000000000100001000000000000000000000000000000000000010000001000000000000000000000000001010000000000000000000000000000000000000000000000000000100000000000000000000000000010010000010000000000100100000000010000000000000000000000000000000000000000000000000000000000000000000011000000000000000100000000000000000000001000000000000000000000000000000000000001000100000000000000000100000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000100000000000000000
148121,0011000000001111000100000100000000000000001000010000001001110000000011001000000100110110000000000000001100001000000000001000000000010011000000000000000010010000000000000001000000000000000000010000000000000000000000000011000000000000000000010000001000000000100000110000000000100000000000010010000000000001000100000100110000100000000101111000011010000011000000010000100000000000000000000000100000000100010000000010000000000001000000100010000000000000000000000000000000000000000001100000000000000000000000001000000100000011000000000000001110000000000000000000001000010111000000000000000010000001100000000000010001000100000100010000000000010110000000001101000100000000001000000001001000010000110000000100000100110000000000010000010100000000000000000000100100100000100000000000000010000001000000000100010000000000010100000000000000001000000000000011000000000000000000000011000111001000101000010000011011000000000001100001100110100001000001000000101010000001000000000000000010100001000100000000100000000101000100000000110000000100
59691338,0000000000000110000000000000010000000000000000000000010001010010000010000000001000000010000010000000000000000100000000000000000000000000000000000100000010010000000000000010000000100001000000000000010000000000001000000000000000000000000000000000000000000000100000010000000010100000000000000000000000010000000000000000000010110000000001110000001010000000000000000000010000000000000000000000100000000100000000000000000000000100010000010000100000100100001000000000100000100001000000000000000000000000000001000100000000000001000010001000010100000000000000000000001000000000000000000000000000000000000010000000000000000100000110000000010000000000000000000001000000001000001000000000000000000000010000000000000000010000000000001000000000000000000000000000010000000000000010000000000000000010000000000100000000010000000010001000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000010000000000000000000000010010000001000000000100110000000000000000000000000000000
44415057,0110000001000100000000000011001101100000001000010000001101111000000010100000001000010110001010100000001001001100000000000000000110101000000000000001000010010001111000100011010000110000000000110001000000100001000000010011000000001000000000100000001011000101100000110000100010100001001101110101110010100000000100001110110001000010000101111000011011000001010100000010001001000110001110000000100000000101011000100010000000000000000001000111000000000110000001000100000100000100000001000000000000100000010001101000000000000011101001100000001100100100011100011000001010000100011100000001110101010001011000010000000010010100000100110000100010111110000000001101000000001000001000000010101000010000010010000010101010110000000000010000110010110000000000000010100000100100000001000000000110000100000100010110110000001000001100010100000010000000110000000011100111001000000100000101111010000100000000100000000010000000000011101000100110110010000000010000110010000001000000001000100011100001010100000000100000100101000100000010100010000001
57469,0011000000000010000000000000000000000000000000000000001100100000000000000000000000100110000000000000000100000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000001000000000100000010100000000001000100000100100011100001000100000000000010000011000000000000000000000000001100000000000000000000010000000001000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000100000011000000000000001100000000001100000000000000000011000000000000000000000000001100000000000000000000100000010000000000000000000000000001000000001000001000000000001100010000000000000000100000110000000000010000000000000000000000000000100000100000000000000000000000000000000000000000000000000000010100000000000000000000000000000011000000000000000000000010000000000000000000110000000001000000000001100000000100000000000000000010000000000001000000000000000000000000000100000000000000000101000000000000000000000000
104741,0100000000000110000010000000100000000000000000000000010000000000010001000000000000000100000011000000010100000000000000000000000000000000000000000000000010010000010000000000000010000100000000000000100000000000000001000001000000000000000000000000000000000000100000000000000011110010000000000000000000101100000000000000100000001000000000000000000000000001000000000000100000000000001000000000100000000100000001000000000000000000010000000010000000000100000000000000000000000000000001000000000000000100000000000000001000000001000000000000000100000000010000000000000000000000000100000000000000000000010100100000000000000100000000000000100000000000000000000001000010000100001000000000000000000000100000000000000100100000001000010000000100000000000000000000000101000000000010100000100000000000000000000000000000000000000000000000000000000100000101000000000000000000001000000000000000000000000000010000000000000000000001001000100000000000000001000000100010000000010000000000000100000000000000000010111000000000000000000000000000000000
216239,0000000000100100010001100000010000000000000000101000001000010000000010000000000000000110000000000001001000011100001000000000000000010000000000000100000010010000001000000000000000000011000000000000000000000100000000000001000000000000010000001000001000000000000000100001000000100010000000000000000001000000000101000100000000000000000111100000010000000001000000000100100000100000001000001000000000000000000001100000000000000000010000000100000100000001000000100000000000000000000001000000000000000000000000100000000000000011000010000000001001000100001010000010000000000100000010000000000000000000100000000000100101000110000100010000000000000100000000100001000100000000001000000000001000000000010010010000000010100000000000010000000000000000000000000000000000000000000000000000100111000000000000000000010000000000000000100000000000000100000000000000000010000000000000000100000010000000000000100000001000100000000001110000100010000000000000010010100010000000010000000000000100000001000000000010001000000110000100000000000000000000
3657,0000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000
2094,0101000000000000000000000000000000000000000000000000000000110000000000000000000000100100000000000000000000100000000000000000000000000000000000010000001100000000000000000000000000000000011000000000000000000100000000000001000000000000010000010000000000000000000000100000000010000000000000000010010000000001000100000100000000100000000000000000000000000010000000000000000000000000000100000000000000000000010001000000000000000000000000000010000000000000000000000001000000010000000000000000000000010000000000000000000000000011000000000000001100000000000000000000000000000000000000000000000000000000001000000000000000000010000100000000000000000000000000000000000000001000000000000000001000000000000000000000000001000000000000000000000000000000000000000000100000000000000001100000000000000001000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000001000000000000000001100000000000000000000000000000000000000000011000000000000100000001000000000000000000000100000000000000000000000000
16886,0000000000000000000000000000000000000000000000000000000000010000000000000000000000100010000010000000000100100100000000000000000001100000000000000000000010000000000000000000000000000000001000000000010000000000000000000011000000000000000000100000000010000000100000100000000101100000000000010000000000000000000000000110101010100000000000000000000010000001010000000000000000000001000100000000100010000000010000000000000000000000000000000011000000001001000000000000000000000000000000000000000000000000000000000000000000000011000100001000000110000000000100001000000000000001000000001000000000001000001100000000110000000000000100000000000000000000000000001001000000001000001000000000000100000000000000000000000101010000000000000001000000011000000000000000100000000000000000100000000000000001000000000000000000000000100000000000000000000000001000000001100000000000000000000010000000000000100000010000000000000000000000100000100000010000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000
2662,0101010001000110000010000001000000000000000001000100011000100000000000010000000000100110010000000000001000101000000000000000001001101001000000010000000010010000000000000000000000110100110000000010000000000000000000000011000000000000000000000000000000000000000000010010000000100000000111010000000000000001000100001100000001000000010100000000100010000001000000000000000010000000001100000000000101000000010001001000000000000000000000000010000000000010000000001000000000010000000001000000000000000000000001000000000000000011010000000000001100000000001000000000000001000000000100000000100000000100000000000000010010000000000000010000000000000000000001010001000000000000011000000000001001010000000000000000100111110000000000010000100000000000000000100000100000000000000000000000000010000010000000000000000000000000000000100010001000000000000001000010000000000000000000001000000000000000000000010000100000000000000001101101100000000000000000000000100010000000010110000000000101000100000100000000000011000110011000000000000000000000
25126798,0101000000000010000000000010000000000000000001000000010100110000000010000001000000100111000010000000001100000000001000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000001100000000000000100000000000100000100000100010100000000001000010100001000011000100000100100011100000000100000000110010000001000000000000000000000000001100000000110011000000010001000000000000000000010000000110000100000010000000100100000000100000000101000010000000000000001001000000000000000011000000000000001100010001000100000000000000000100000000000000000000000000100100000000000000000000100000110000000000010100000000000000000100001000011000000000001100000000000000000000000000010000000000000000000000000000000000000010110000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010110000000000000000000000000000000000000000000010100000010000000000001100001001000000000000100000000100000000001010000000000000100000001000110000010100000000110000000000000100000000000
2578,0000000000001100000001000001000000000000000000000000000000000000000011000000000000010011000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000100001000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000010010100000100000000000000000000000100000000000000000000000000000000000000000000000110000100000000000000000000000000000000000000000110000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000100000000000000000000000000000000000001000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000001000000000
2733526,0000000000000110000000000000000000000000000000000000000000000010000001000000000000000110000000000001000000000100001000000000000000000000000000000000000000100000000000000100000010100100000000000000000000000000000000000101000000000000000000000000000000001000100000000000000000100000000000000000100000010000000000001000010000000000000000000000001010000001000000000000100000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000001000000000000000100000000000011001000000000000000000010000000000000000000000000000000000000000100000000000001000000000000000000000001000000000000001000000000000000001000110000000000000100100000000000011000000100000000000000000000000100000000000000000000000000000010000000000000100000010000000000000000001000010100000000000000000000000000000000000001000010000000000000000000000000000100000001100000100000000000000000010000110000000000010000000000000100000000000000000000000000000000010000000000000000000010
9854073,1000000000000110000100000000010000000000000000000000011001110010000011010000000000000110000000000000000000001100000000000000000001000000000000000100000000010000000000000010000000100001000000000000010011000010000000000001000000000000101000110100000000000000100000110000000000100000000000010011000000010000000000000000111011000000000111111000010010000001010000000000100000000000000100000000100001000000000000000000100010000001010000010011000011001100010010000000100000000001000101000000000000000000010101001000000100000001100100001000010100000100000000100000001000000010000000000000000000000000000110010000010001000001000100010000010010000011000010001011000000000000001000000000000000000100110000000010000100100001000000011000000100001000001000000100110100000000000000000010010010000010000000000100010100100000000000000000000000000100000000000011000101000100000000001011000000000000110000010000000000000000000011100000100000010000000000010000101110010000000101000000000110100001001100000001100000100000000000000000101000000000
3385,0001000000000100000000000000000000000000000000000000000000100000000000000000000000100100000000000000000000100000000000000000000000000000000000010000001000000000000000000000000000000000010000000000000000000000000000000011000000000000000000000000001000000000000000000000000010000000000000000010000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000011000000000000100000000000000000000000000000000000000000000010000000000000001100000000000000000000000001000100000000000000000010000000001100000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000001001000000000000000000000000000000000000000000100000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001100000000000000110000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000
65628,0011000000000101000101000100000000000000000000000000000000100000000000000000000100110110000000000000001000010000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000100000000000001000000000000000000000100000000000000100000100100011000000000011010000001010000001000000000000000010000000001100000000101000000000000000000000000000000001000000000110000000000001000000010000100000000000000000100000000000000000000000100100000000000011000000000000001100000100001100000000000000000100000000000000000000000000001000000000000000000100100100000000000000000010000000001001000000011000001000000000001100010000010000000000100000110000100000010000000000000000000000000000100000000000100000000000000000001000000000000000000000000000000100000000000000001000000000000010000000000000000000000110000000000000000000110000000000000000000001100000000110000000000000001100001000000000000000000000000000000000000100000000100000000101001100000000101000000000
5291,0101010000000100000000000100000000000000000000010000001000110000000010000000000100100110000000000000001100011000001100000000000101110000100000000000100000010000000000000000011000000000000000010000000000000000100000010011000000001100000000000000001100000000100000110000100000100000000001000110000001000001000110001100100000000000010101100000010001000011000000000000000010000000001000000000011000000000010100001000000000000000000000000110000000000011000000100110000000000000100001000000000000000000000001100000000000000010000000000000001100010000001000000000001000000100000000000000000001010000100000000000000000000100000100010000000000010100100000001011000100000000011000000000001000000000010000010000000000100000000000010000100000000000000000000000100000000000000000000000000010000000000000010000010000000000010000010000000000000000000000000010000000000000000000100000001010000000000000100000100110000000000001100000101000100010000000000010100000000000000100000000000000000001000010000000000000000100011101000000100000000000
5394,0001000000000000010000000101001100000010010000000000000000110000000010000000000000100110000000000000001000110000000000000000000000000000110000000000000000000110000000000000000000000110110000000000000000000110000000000011000000000000000000110100001000000000000000110000001001000000000000000000000010000000000000000100100000000000000001100000000000000000010000000000000000000100000100000000100010000000000000100010000000000000000000000000000000010000000000010000000000000000000011000000000000000000000000000000000000000011000000000000001100000001000000000000000000000101001000000000000000000000110000000000000000000000100100000000000000000000000000000000000100001000001000000000001100010000000010010010000101100000000000000000000010100000000000000000100010100000000000100000100010100010001000000000000000000000001100000000000000100000000000100001000000000000000000000010000000000000000000000000000010000000000010100000000000000000000101000100000000000000011000001000000100000001000000000010111001001101001000000000000000000000
2187,0001000000001010000000000000000000000000000000000000001000010000000001000000000000000110000000000000000000000000000000000000001000000010000000000001000000000000000000000001000000000000000000010000000000000000000000000001000000000000000000000000000000000000100000000000000000100000000110000010000000000010000100000100100000100000000100000000000010000001000000000000000000000000000100000000000000000000010000000000000000000000000000100010000000000000000000000000000000000000000001000000000000010000001000000000000100000011000000000000001100000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000001000000000000100000000000000000000000100100000000000010000000100000000000000000000100000100000000000000000000010000000000000000000000000000000000100000000000000000000000000100001000000000000000000000010100010000000000000000000000010000000000001100000100000000000000000000000100000000000001000000000000100000000000100000000000000000010000000000000000000000000
24958200,0101000001100110000000000001000000000000000000000000001000110000001001010000000000100110000000000001000010000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000100000110000000011100000000111000000000000000001000100000100000011000001000101100100111010000011000000000000100000000000001000000000100000000101010001000000000000000000000000000110000100000000000000100000000000000000000001000000000000000000000000000000000000000011000000000000001100000000001000000000000000000000000000000000000000000000011000000000000100000100000100010000000000010000000000000001000000001000101000000000001000000000110000000000110100110000000000010000100100000000000100000000100110000000000000000000000010000000000000000000000000000000001000000000000000000100000000000010000000000000000000000000000000000000000000110000000010000000000001100000101000100000000101000000100010000000010000000000000100010111000000000010101000000110000000000000000000000000
5426,0000000000000100000100000000000000000000001000000000001001010000000010000000000000000110000000000000000000001000000000000000000100000000000000000000000010010000000000000010000000000000000000000000000000000000010000000011000000000000000000000000000000000000100000110000000000100000000001000000100000000000000000000000000000010000000101100000011011000001000000000000000000000100000100000000100000000100000000000000000000000000000000001000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000010000000000000010000100000100010000000000000110000000001101000000001100101000000000000000000000010000000000000000110000000000010000110000000000000000000000000001000000000000000000000110000000000000000100010000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001100000100010000010000000000000100010000000000000000000000011000001000100000000100000000000000100000000110000000000
5978,0100000001000111001001000100010000010000111001000000011001000110100011110010001100010110000000000001011000011100000000010000011001010010101000000001000010110000100000000111000010100101000000010001100001001010000000000111000000001000110000100000001000000000100010010000001010100000100111010011000101110000000100000100111011000001100101111100001110000001010000000000100011000000011000000000100001010110000001000000000010000101010000101111100000001111001010100000100000000000000001100001000000010100010101101100000100010111110010000000001100000100011010101000101000000111001010000000000000010000111110010000100110000101000110010000010010001011001000001011110000011100111000000100001000010100110000010000000101110001100110011000100100001000000100000000000111100000000000000010101010011110000000000100100100000000010000101000001100001100101001000100000001000001000000000111100010000000100000111100000010000000000011100000100010101000000001011000101010101000010000000000000110110111000000000001100110000101001001000000100000000000
5352062,1000000001000100001110000000110000000000001000000000000001000010010010101111000000100010000100000000000000000100000000000000001100001000000010100000001010010000000000000001001000110001000000000000000000000010000100000100000000001000100000100100000010000010100000010000000000000000000001100001110000010110000000001000110000000000000001110000000011000000011000000001100000000000001000000100100001001100101000110000010010000000000000000011100001000000000100000000100000000000000000000000000000100010010001001100000000100001100000000000000100000000000000011000000010000000000100000000100001000000000010110000000000000110000100000000010010000110000001001101000000000000001100000000000000000001010000000010000000010000000000001000111000000100000000000000001000000000100010000000011100010010000000000100000001000000000000001000000000000100000000000000100101000000000000000001000000000000100000100000000000000000000011101000100000110010000000000000100010000000011000001000000011110000000000000001000000100000000000000010001000000000
387447,0100000001001110000000000001000000000000001000000100000001010000000011010000000100000110000000001000001000000000000000000000001100010010000000000000000010010000000000000000000000000000000000010000000000000000000000000001000000000000000000011000001000000000100000110000000000100000000111000000100000100000000000000100100000000000000101110100111011000001000000000000100000000000000100000000100000000100000000000000000000000001000000000000000000000000000001000000000000000000000001100000000000000000000001000000000100000010000010000000001001000000000000000000001000010100000000000000000001000000100000000000000000001100000100000000000000000110000000001101000000000000011000000000000000010000111010010000100100110000000000010000100100000000000100000000000100000000100000000000101111000000000000000100000000000000001100000000000000000000000000000000000010000000000000000010000000000000000000000000000010000000000001110000100010000110000000000000100110000000000000000000000011000100000100000000000000000100000100000000100010000000
5746,0000000001000101000100000010000000000000001000000000010001010110100001111000001000100010000000000000000000000100100000000000001101001000000010100000001010010000000000000110010100100100000000000000010000000000000000000100000000001100000000000101000000000010100000000000010110000000000001000111100001010000000000001000110011110000100001110000000011010000000010000000000100000000000000000100100000010100000001000000000010000000010000000111111000001000001001100000100000000001000010000000000000100000010111001000000000100001000000001000010100000000000000101000001010000000000100000000100001001000000100000000100010000101000100000000010000000111010000001101000000001000001010100000000000000110010000000000000000010001000010001000000000001000000000000000011000010000100010000000010000000010000000000101010001011000000011000000000100000000100000100001000011001000000000000001000000000000100000110000000000000000000011110000100100000010000000000000100110000000000000000000100000000010001000000000100100000100000000000010111000000000
5799,0000000000000100000000000000000000000000100000000000000000010000000000000000000000100010000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000100000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000010000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000
5311,0000000000000100000000000000000000000000000000000000010000000000000010100000000000000110000000000000000000010000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000001000000000000000100000010000000000001100000000010000001000000000000000010000000001000000000100000000000000000100000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000001000000000000000000100000000000000000000000000100000000000000000000011000100000000000000000010000000001001000000001000001000000000001000000000010000010000000000110000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000100000000000000000001100000000000000000000000000000000010000000001000001000000000000000000000000000100000000100001000000000100000000000
68740,0000101000010000000000000000000000000000000000000000000101100000000000000000000000100110000000000000000000000000000000010100000011000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000100000100110000000000000000001010000010001010000000000000000000000000000100000000000000000000000000000100001000000000000000000110000000000000000000000000000000000000000000000100000100000000000000000000000000000011000100000000001100000000000100000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000001000000000000100010000000000001100000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000011000000000000000000110000000000001000000000100000000000000000000000000000000000100000000100000000000000000101000000100000000000000100100000000000000000000000
208908,0111000000000100000011000000010000100000000000000000000000100000000000000011000000100110000000000000000100111100001000000000000010111000000000000000000000010001100000000010000010000010000001100000010001010001000000000011000001000000010000000001000000000000000000001000000000110001000000100010000000100000000100001100000001000001100110010000011000000001000000000000000001100010001000000000010000110000010001001000000000000101000001000110000000000011000000100010001100001000100001000000000000100000000001100000001000000011000000000000001100000100011010000000001000000000000110000000100110010000001010100000000001000110000000110001000000110110000000001001000110000000101000001100001001000000110000000000100000100000011000010000000000000101000000000110100000000100000000000000000110000001010100100000010010000000000100000000000000000101100000000010000000000000000000000001000010000000000000100000001000000000000001101010100100000101000000010000100010000001010000000000000100000001011000000000001000010100010100000010100000000010
3685,0000000000000010001000000000010000000010000000000111000000110100000001000010000100001110000000000001110000000100000000000000010001000010000000000001000001100010000000000000000000000001000000000000100001000100000000000111000000000000000000110000000000000000100000100000001000100100000000010010000100100000000000000000111001100000000001000000010011010001010000001000101010000000000000000000100000000100000001000010000000000001010100001011000010001000000000000000100000000000000001000000000000000101010100000000000100000001110100000100000101000101010000000000000000000010000000000000000000000000010110010000010000000100000100000000000000000010001000001011110100000000001000000000000000000000100000000100001101110001000001010000000100001000000000000000100101000000000000000000100000000101000000000000100100100000110000111000000010001110000001000011001000000100001000001010100000000000010000010001000100000000000011100000101000100000000001000000101000000000010000000000000100000001000000000010110100100000000000000000101000000000
60198,0000000000000000000000000000000000000000000000000000010001000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000010000000100000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000100000000000000000000000000010000000000000000000000010000000001000000000000000000000010000100000000000000000000000000100000000000000001000000000000000000010000000000100100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000100000000010000000010000000001000000000100000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000010000000010000000000000010000010000000000000000000000000000000010000000000000000000000000000000000000000000000010000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000100000000100000000000000100000000000
644241,0101010000000100000000000100000000000000000000011000001000110000000010000000000100100110100000000000101100011000001100000100001001110011100000000000100010010000000000000001011000000000000000010000000000000000100000010001000000001100000000000000001100000000100000110000100000100000000110000010000001000001000110001100100000000000010101100000010010000011000000000000000010000000001100001000011000000000010100001010000000000000000010000110000000000011000000100110000000000000100101000000000100000000000001100000000100000010000000000000001110010000001000000000000000000110000000000000000000000000100000000000101000000000100100010000000000010100100000100011000100000000011000000000001100010000010000010000000010100000000000010000000000000000000000000000100000010000000000000000000010000000000001010000010000000000010100101000000000000000000000000010000000000000000001110010001010000000000000100000101110000000000001100000101000100000000000000010100010000000001100000000000000000001000110000000000000000100011101000000100010000000
9826528,0000000000000100000000000010000000000000000000000100001000010000000000110001000011000110000000000000000000011000000000000000000000011000100000000000100000001000000000000100000000010000000001000010100000000000000000000011000000000000000000100000000000000000100000101000001000100000100000100010000001000000000000000100101000000000100101100000010000000001001000000000000000001000001000000000000000010000100100000000000000000100000110000000000000001001000000000000100000000000000001000000000010000010000000100000000010010001000000000100001100000100001100000000000001100100000000000000010010000000000000000000010000100000000100010000100000010000000000000001000000000000111000000000001000000000010000000000000000100000011000010100000000000100000010000101000000010000000000000010000010000000010000000000000010000000000000000000000000001000100000100000000000001000000000000000000000000000000000000000000000000000000001100000100000000100000000100000110010000000001000001000101000000001000000000000000000000100000000010000000000000000
4915,0001000000000100000000000000000000000000000000000000001000010000000010000000000000100111000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000100000110000000000100000000000000000000000000000000000000010000000000000000101100000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000100000100010000000000010000000000000001000000000000001000000000000000000000010000000000000000100000000000010000000000000000000000000000100000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000100000000000000000100000000000000000000000000000000001000000000000000100000010000000000000000000000000
11960529,0101000000100100000000000101000000000000000000000000001000110000000000000000000100110110000000000000001000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000001000001000001000000000100000110000100000100000000000000000000000000000000100000100100001000000000101100000110010000001000000000000000001000000001100000000100000000100000000000010000000000001000000000100000000000000000001000000000000000000000001100000000100000000000000000000000000000010000010000000001100000100001100000000000000000100000000000000000000010000001000000000000100010100000100010000000000000000000000000001000000011000001000000000001000010000010010000010100010110000000000010000000000000000000000000000100000000000000000000000101011000000000000000000000000000000001000000000000000001000100000000010000010000000000000000110000000000000000000100000000010000000000001110000101010000000000000000000101110000000000000000000000010000001000000000000100000000101000000000000000000000000
2478,0100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000001000100000000000000000000000000000000101000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000001000000000000000001000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000001000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
400633,0011000000001100000000000000000000000000100000000100000100100000000011000000000000101110000110000000000100000100000000000000000011110100000000010000000010000000000000100000010000000000000000000000010010000000000000000010000010000000000000100000000010100000100000000000000101100000000000110010101000100000000100000100111010000000000000110000101010000001010000000000000000000011000100000000100010000000011000000000000000000000000000010011000000001001000000000010000000010000100000000010000000010010110111100000000000000011001000001000011100000000000100001000000001000101000000001000000010001000101100010000100000001000100100000000000000000110000000101001000000001000001000000000001100000000110000010000001011010000000000000001000000011000000001100000110000000000000000100000000000000001000000000001000000000000100100100000000000000000011100000010100000000000000000000111000000000000100000010000000000000000000011100000100100010011000000000000110010000010000100000100000000000000001000000000100000000100000000000000000000000000
6450551,0100000000100100100010000000000000000000000000000000001000010010000010000000000000000110000000000000001000001100001110000000000000000000000001000000000000110000001000000100000000100100000000000000100000000000000000001001010000000000010000001000000000000000100010110000000001101000000000000000100000000001000100000100000000000001000101100000010010000111000000000000000000000000101100000000000000000000010001000000000000000000000000100110010010000000000000100000000000000000000001000000000110000010010000100000001000000011010000000000001000000100000101000000000000000100100100000000000000000000001000000000000000000100000100010000010010000000000000000001000000000000011000000000001000001000010000000000000000100000000000010000000000000000000000000000010000000000000000000000000110100010000000000000010100010000000000000000010000110100010001000000000001000011000000000100000000000000010000100000100000000000100001111000100010000000000000000010100000000100010000000000000100000101000100000000100000000100000000000000000000000000
5329102,0100000000000110000000000101000000000000010101000000000001010010000011000001000001000110000000000000001000111000011000000000001100011000100001000000100000110000100000000110000000100000000100010000100000000100000000000011010000000010001000000000001000000000100010110000100000101000000111000000000001000001000101000100000000000000000101111100000011000001000000000000000010000100001110000000000000000000010100000000000000000000000100000100100000000001000000100000100000000000100001000000000100000010000001100100001000000011000000000010001000000001001101000000101000000100001100000000010011010000110010000000000000000100000100000000000000001000000000011001000000000000111000000000001000001000010000010000100110100000010000010010100101000001000000000000100000010000000010000000001110100010000001000000000100010000001000000100000010010000100000000001000000000000000000100100100000000000000000000100100010000000000001110000100010000110000100000000100010000000000000000000000011010001000100000000000000000100001001000000000110000000
